,District,Taluk,% Angawadis in rented building,%Anganwadis in Own building,No.of Anganawadi Workers,No. of Anganawadi Helpers,% children in Anganwadi,Sites available for Urban Anagwadi (as per GIS 2022-23),Per Capita Income (at constant prices),Total children age 6-23 months receiving an adequate diet (%),Children under age 3 years breastfed within one hour of birth(%),Children with diarrhoea  who received oral rehydration salts (ORS)(%),Children under 5 years who are underweight (weight-for-age) (%),Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),Medical officer-MBBS - Deficit,Health Assistant (male/female) - Deficit,Deprivation % - Households with Not even one household member has completed six years of schooling.,Deprivation % - Households with Any school age children not attending school (6-14),"Deprivation % - Households that have inadequate housing material in either floor, roofor wall",Deprivation % - Households that cook using solid fuel,Deprivation % - Households with no safe drinking water or 30 min away,Deprivation % - Households that have no electricity,Deprivation % - Households with no sanitation facility,Deprivation % - No household member has a bank account or a post office account.,Children age 6 to 59 months who are stunted (height-for-age) (%),Children age 6 to 59 months who are severely wasted (weight-for-height) (%),Children under age 6 months exclusively breastfed(%),Children age 9-35 months who received a vitamin A dose(%),children low birth weight (%),Number of total notification case of Tuberculosis,Children age 12-23 months fully vaccinated based(%),Received Health Insurance (%),Gap in CHC Doctor,Gap in CHC Labtech,Gap in CHC pharmacist,Gap in CHC Staff Nurse( 1shift),Gap in PHC Doctor,Gap in PHC Labtech,Gap in PHC Pharmacist,Gap in PHC Staff Nurse,Number of Asha Working_Per_1000_Population,Number of CHO Working_Per_1000_Population,Gap in number of Subcentre,Gap in number of PHC,Gap in number of CHC,Under5_mortality (per 1000),MMR  (per 1 lakh),infantmortality_Neg,% Adolescent girls aged 15-19 years who are anaemic (%),%Pregnant women age 15-49 years who are anaemic ,%Children age 6-59 months who are anaemic (%),Prevalence of diarrhoea under 5 years of age (%),No. of Anganwadis/UPHCs have conducted at least one Village Health Sanitation & Nutrition day / Urban Health Sanitation & Nutrit,Deprivation % - Households with adult between 15-49 whose BMI is below normal or children under 5 years who are stunted or waste,Deprivation % - Households with with any woman has not received at least 4 antenatal care visits for the most recent birth or ha
176,Raichur,Raichur,40.90121317157712,49.91334488734835,570.0,561.0,81.94946685369233,7.0,116146.0,12.45415041016406,47.32884500601587,95.26143790849673,30.13145054949589,35.78338090286619,12.0,24.0,17.9372,6.4271,56.6618,48.9074,15.4586,0.0671,50.2208,4.8846,53.16077,4.920019,51.76203,39.50274,28.58984,1209.0,78.96855,26.49012,-3.0,2.0,1.0933333333333333,3.0,-4.0,-2.0,1.0,-41.0,0.57656,0.04892,75.9114,4.0,4.0,12.641824981675217,173.53421375789645,18.911157354324303,65.57010008864657,89.23713235294117,74.79227145438176,7.126337,577.0,51.1597,17.2554
177,Belagavi,Ramadurg,8.637873754152823,74.4186046511628,297.0,283.0,85.83652675485348,6.0,146646.0,3.570601851851852,57.83744183437263,78.01359953703704,30.09316386969287,11.79379637423618,1.0,26.953846153846154,10.8259,1.9854,57.2063,49.1792,3.5319,3.3245,54.5948,4.0202,26.42968,26.57867,50.09086,45.16137,35.46639,290.0,50.08777,19.85005,4.0,4.0,1.0933333333333333,2.3200000000000003,-1.0,2.0,2.0,-3.0,0.81749,0.116784,17.1978,2.0,1.0,66.33268111245054,119.21622252266953,5.677304487709436,52.80907454171343,8.29957561728395,64.30461413204716,3.488916,301.0,34.7479,8.7335
178,Ramanagar,Ramanagar,24.225352112676056,55.774647887323944,347.0,264.0,77.68018623836048,7.0,255887.0,5.041170634920635,39.05126653439153,77.1875,8.193411044973544,9.871086860670191,3.0,26.953846153846154,7.0339,0.0315,28.9219,10.5599,5.6686,0.223,12.8354,1.6267,22.19662,7.556382,71.35996,43.73152,34.60308,309.0,91.40972,37.87808,-4.0,3.0,1.0933333333333333,3.0,-0.32888888888888895,3.9599999999999995,1.0,12.0,0.684227,0.13270830128205127,2.7522,-9.0,1.0,12.641824981675217,32.86059425627637,50.77069841067453,49.58169879062736,49.75818452380953,62.48018353104301,0.651042,355.0,14.8924,2.5391
179,Haveri,Ranebennur,12.600536193029491,78.28418230563003,370.0,347.0,75.42028605460303,1.0,122145.0,12.70978009259259,39.67931375385803,66.26157407407408,28.76054067460317,20.2729959565897,3.0,26.953846153846154,6.6273,1.2443,50.7854,47.9968,2.4885,0.0706,34.3276,6.2478,32.48144,0.347222,53.70226,52.63166,52.22283,376.0,62.15278,40.69661,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-5.0,4.0,4.0,11.0,0.630846,0.090121,16.4416,-5.0,2.0,1.327092330457427,20.881856686636052,7.464861889200124,33.38210978835978,43.83680555555556,64.7481812168646,7.524488,373.0,33.9216,10.2365
180,Haveri,Ratteehalli,20.481927710843372,79.51807228915662,166.0,164.0,70.13916702788447,11.30232558139535,114302.0,17.63888888888888,44.8917824074074,61.66666666666666,24.95138888888889,12.74688852813853,5.0,10.0,8.4376,2.2345,59.7783,46.4784,2.0379,1.091574778761062,35.5202,7.6511,30.41667,0.555556,64.94907,52.79167,33.36813,253.47787610619469,66.66667,27.4662,12.0,10.0,4.0,10.0,5.0,5.0,5.0,10.0,0.7684136860465115,0.13270830128205127,15.30333,1.0,-1.0,17.903681985443825,29.670000186484533,14.571999999999994,34.23214285714286,13.33333333333333,64.0218253965,10.62452,166.0,38.148,8.6879
181,Gadag,Rona,31.48148148148148,77.1604938271605,155.0,154.0,73.46137588222528,11.30232558139535,154969.0,4.4921875,50.83564814814815,87.21064814814815,40.42138585758377,10.575603505291,3.0,26.953846153846154,7.1013,2.3288,64.6002,69.0611,8.1017,3.2882,67.9623,5.5433,65.62638,2.545324,26.88874,56.10848,31.94334,89.0,100.0,21.1763,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,1.0,1.0,2.0,0.688055,0.1141,1.1642,-2.0,1.0,12.641824981675217,152.53531205855614,60.15045966545238,58.0246913580247,11.71875,80.91425999444155,8.011,162.0,45.8959,19.7294
182,Shimoga,Sagara,2.3391812865497075,88.30409356725146,333.0,296.0,63.9713189558462,11.30232558139535,240661.0,20.69410566285566,21.30178552786971,99.02784863945578,25.13647334650736,40.01002372218359,3.0,26.953846153846154,8.8281,0.2853,48.8034,29.5559,23.0989,1.0175,17.5738,4.8309,30.88461,19.49801,66.88076,46.96513,26.09131,108.0,75.77469,36.71705,-1.0,4.0,1.0933333333333333,2.0,3.0,11.0,7.0,16.0,0.790521,0.163556,16.59533,-7.0,1.0,3.092982199056227,19.998886990372736,1.734761905282333,40.40765033577534,30.25171018906138,69.67528495705976,10.57138,216.0,29.0677,3.7468
183,Hassan,Sakleshpura,10.077519379844961,78.29457364341084,256.0,213.0,61.09299849266513,11.30232558139535,204376.0,12.17096560846561,41.93626522011939,43.37276149776149,25.74960651327839,37.73284450888617,3.0,18.0,7.2579,0.0063,38.8961,13.9239,7.5181,0.9092,13.7411,2.1446,25.05492,4.260661,65.26482,41.50633,34.25889,79.0,61.32956,40.56592,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,2.0,11.0,14.0,14.0,0.847331,0.13270830128205127,-17.4228,-11.0,1.0,16.72136336376358,43.69520441035921,22.418461538461536,35.5494123931624,47.7032034323701,44.28756613756418,1.588523,258.0,25.0991,5.8151
184,Mysuru,Saraguru,100.0,71.78766935873452,18.0,18.0,29.368054023910677,11.30232558139535,108241.0,20.06685155122655,41.56273915816327,56.5263605442177,29.03150245013553,24.19704997383568,7.0,14.0,9.8907,0.3202,40.6029,6.4976,2.4614,0.8152,18.7227,3.5598,35.55502,2.000202,67.25682,29.77499,47.96811,253.47787610619469,87.2534,31.33768,6.0,5.0,2.0,5.0,7.0,7.0,7.0,14.0,0.7684136860465115,0.13270830128205127,75.644,5.0,2.0,5.81969019032948,36.00516496888039,7.155892857012749,47.88320465496805,13.66992630385488,63.66922765509258,7.346351,31.0,43.374,7.5695
185,Belagavi,Savadatti,7.936507936507936,84.92063492063492,252.0,229.0,62.877641401578146,14.0,107876.0,3.49074074074074,55.90416797891996,78.47222222222223,25.90465232122761,10.58979881857968,4.0,14.0,10.6936,3.2021,48.5702,43.2343,4.9526,3.671,41.0327,2.7497,30.7909,14.46737,54.44358,48.63739,34.9349,339.0,53.41435,20.70914,1.3911111111111112,3.0,1.0933333333333333,-2.0,-7.0,2.0,3.0,3.0,0.730766,0.090716,79.24267,-1.486725663716814,3.0,66.33268111245054,64.66861115643721,8.363399581128748,52.17142100012471,15.23919753086419,64.48789173814438,4.790331,252.0,34.2478,8.3259
186,Haveri,Savanur,24.878048780487806,65.3658536585366,204.0,198.0,96.86982730337604,2.0,103440.0,3.352864583333333,28.35387731481482,38.4548611111111,44.96310763888889,6.982410131824195,2.0,2.0,7.4968,0.8043,44.478,46.0721,3.576,0.5027,16.5446,9.0478,47.89931,4.6875,51.83738,28.13585,45.21665,189.0,79.36198,34.87794,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-0.32888888888888895,5.0,4.52,2.0,0.724391,0.117017,31.00467,1.0,2.0,3.0027139598228643,61.406416000372964,12.224650297619046,42.20703125,65.0390625,61.77083333322916,6.92078,205.0,30.5185,16.5302
187,Kalaburgi,Sedam,15.09433962264151,68.55345911949685,318.0,311.0,76.10450965955806,5.0,107423.0,16.63860830527497,26.46325209769654,58.84074074074074,44.00709770027952,10.63343623968624,1.0,7.0,11.4909,2.283,57.6509,54.4833,2.5644,1.653,79.3683,2.9576,54.7852,12.81984,50.83213,44.45339,35.67852,257.0,46.51389,22.74638,3.0,8.0,2.0,9.0,-0.32888888888888895,2.0,5.0,15.0,0.73052,0.117196,18.3754,-1.0,-1.0,12.641824981675217,192.80086582437818,14.67210596638655,63.61259573759574,39.23809523809524,75.4394857667585,11.30007,318.0,35.5627,14.8148
188,Yadgir,Shahapur,32.677165354330704,64.96062992125984,234.0,213.0,106.73278834095355,11.30232558139535,112182.0,11.20001940993789,46.24538827718175,80.76086956521739,45.99136011432206,18.37357434232434,3.0,26.953846153846154,18.4814,14.5151,38.9791,62.5177,3.4186,0.3872,62.8482,2.3373,47.70714,12.57807,56.78591,36.46292,34.57359,454.0,76.9769,24.61895,3.0,5.0,1.0,1.0,-2.0,2.0,3.0,-2.0,0.661539,0.121095,12.2416,-1.486725663716814,1.0,16.26411008196175,82.87846429986712,16.124314778349422,63.72747707778763,57.25946054750403,77.60249243401847,4.061982,234.0,50.4014,8.9055
189,Kalaburgi,Shahbadha,35.68627450980392,64.31372549019608,255.0,255.0,172.77954721868494,11.30232558139535,69997.0,25.02893518518518,30.22131032547699,37.01388888888889,59.70238095238095,3.415464743589742,9.0375,26.953846153846154,18.4071,2.1239,44.0708,44.4248,2.6549,3.2743,85.6637,3.1858,84.36756,2.5,61.22768,37.4349,48.68056,121.0,75.0,19.00347,3.0,3.0,1.0933333333333333,5.0,-0.32888888888888895,3.9599999999999995,4.52,8.351111111111111,0.7684136860465115,0.13270830128205127,11.7876,2.0,1.0752212389380533,12.641824981675217,205.08099016294088,9.643235294117645,79.375,37.5,79.46428571428572,3.90625,255.0,35.9292,6.1947
190,Chikballapur,Shidlagatta,23.391812865497073,49.122807017543856,339.0,310.0,104.09967976645767,11.30232558139535,104407.0,19.295465345229,20.32794597189386,79.16910237288388,22.11725225330354,37.73339929857224,1.0,15.0,10.8205,2.4624,44.7997,12.3237,4.7529,1.091574778761062,17.1077,3.0398,14.26287,15.00857,69.59148,30.77182,37.57131,269.0,87.94725,26.76121,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-1.0,2.0,1.0,10.0,0.776641,0.094398,15.2332,-5.0,2.0,12.641824981675217,58.725307116716,0.3275424575424574,53.19232910707156,6.609210992089145,38.26124259394794,3.509628,342.0,34.7832,0.6776
191,Haveri,Shiggaon,19.313304721030043,72.53218884120172,226.0,219.0,90.91006112477038,4.0,110381.0,3.298611111111111,45.25672398589064,47.91666666666666,31.24338624338624,12.25136408730159,1.0,26.953846153846154,7.2535,0.9397,60.8309,46.8678,1.4672,1.2282,27.0359,7.2123,45.60736,1.256614,44.20777,49.11541,52.3846,133.0,53.4623,36.25123,1.3911111111111112,4.0,2.0,1.0,-1.0,4.0,4.52,7.0,1.002437,0.133025,31.925,2.0,1.0,3.3780532048007217,70.20846583836453,34.5835299423793,55.46097883597884,79.56349206349206,67.43749999943651,8.03414,233.0,32.0804,14.7461
192,Shimoga,Shikaripura,3.642384105960265,80.4635761589404,300.0,285.0,74.5196691599394,11.30232558139535,184300.0,15.51668050941307,30.38823080911951,82.44393687707641,29.18087920616385,33.0899181055604,2.0,3.0,8.7254,1.3372,58.1724,27.9909,6.7782,0.2526,19.2871,3.5986,28.06976,7.967857,75.19288,53.56969,29.60689,219.0,96.56838,28.36255,-1.0,3.0,2.0,2.0,-1.0,9.0,11.0,12.0,0.97087,0.120388,38.57367,-8.0,1.0,1.9672192192663032,19.998886990372736,3.469523810564667,42.08376015134736,37.35384366925064,64.44599202575637,3.095084,270.0,32.9759,5.9186
193,Shimoga,Shimoga,21.307506053268767,67.07021791767555,391.0,349.0,48.602254434499685,19.0,248273.0,13.93789264597191,35.98160681185507,84.30581951923415,35.37658091880562,36.46386347983328,3.0,9.0,4.4689,0.2231,55.7364,12.4814,3.5287,0.5118,14.5433,4.3796,28.24588,13.27478,66.42837,46.2144,33.9175,629.0,89.94096,26.7133,-3.0,6.0,1.0,5.0,1.0,8.0,5.0,25.0,0.338145,0.032901,137.7153,6.0,4.0,1.286877411352656,109.07105219235878,14.806122340447954,35.35970898737667,32.0780760567346,72.95206061451682,5.382714,240.0,31.1752,4.6445
194,Gadag,Shirahatti,18.487394957983195,86.5546218487395,108.0,105.0,89.02582273168397,11.30232558139535,145007.0,9.144587928282016,12.35046296296296,89.84259259259261,24.89693562610229,2.267063492063492,1.0,26.953846153846154,6.0439,0.8831,62.55,52.0215,7.2306,1.7387,45.8397,2.6218,68.74819,2.840741,55.70046,39.97222,39.87624,147.0,40.66667,33.16831,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-0.32888888888888895,2.0,1.0,1.0,0.673339,0.13270830128205127,-0.3638,1.0,1.0,12.641824981675217,99.07338837735145,10.281355555555555,26.53145208700764,81.01388888888889,67.1156452084426,5.892011,119.0,53.636,14.9441
195,Yadgir,Shorapur,41.44486692015209,71.86311787072243,240.0,213.0,101.8885675098431,8.0,99646.0,2.188005217519107,41.46285692096704,40.77711640211641,41.0299327285898,7.076359198010982,3.0,3.0,14.744,11.1459,48.9537,49.2201,6.7099,0.3899,65.4351,3.6561,56.03145,20.15201,49.36379,42.02658,37.00328,349.0,70.30465,18.94722,2.0,2.0,1.0,5.0,-9.0,5.0,2.0,-8.0,0.732378,0.1214,17.2166,-4.0,2.0,4.222566506000903,241.76946954474462,13.116837031046611,59.57404979738809,64.62182172251616,73.33328033387022,4.836046,240.0,47.3477,14.3155
196,Uttara Kannada,Siddapur,1.8018018018018018,93.69369369369369,222.0,203.0,61.235305715949615,1.0,239129.0,8.597698597698596,59.41865678317542,86.63274527404963,32.32560687116141,18.75520168429071,1.0,26.953846153846154,5.2588,2.1638,30.3118,36.2336,24.6796,2.1486,13.3783,2.7222,26.61401,18.04787,51.70089,46.36365,39.66057,41.0,86.11393,35.91648,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,3.0,6.0,6.0,1.445367,0.13270830128205127,5.327667,-1.0,1.0,0.3257408447486411,15.959178535630201,20.76226695721368,50.97170523791253,28.29739755011494,62.58895312532844,4.490306,222.0,30.0418,16.7293
197,Vijayapura,Sindagi,56.27906976744186,44.651162790697676,215.0,215.0,49.00610049781122,14.0,108827.0,1.905241935483871,58.16230372077146,60.91509856630825,42.43779456430666,7.812633099427451,9.0375,26.953846153846154,7.9942,7.8897,51.6431,54.1617,7.0823,2.1394,69.1179,6.8416,52.67775,8.615111,54.66593,47.50028,26.91855,277.0,49.39516,17.63062,9.0,11.0,1.0,6.0,-2.0,2.0,2.0,7.0,0.768921,0.08473,31.6282,6.0,1.0752212389380533,48.6412419119993,42.85569202079303,19.385614046210282,31.16458653353815,38.41229838709678,58.22411257384213,10.66754,215.0,50.2044,20.208
198,Raichur,Sindhanur,46.72364672364672,54.98575498575499,345.0,336.0,58.86498455529128,11.30232558139535,133127.0,5.838591269841269,71.14105138688473,90.83333333333334,40.68026022515109,23.00046711445518,3.0,26.953846153846154,13.8614,3.0824,49.9813,25.1723,12.3221,1.2409,34.201,23.3895,26.32091,12.15345,53.38033,46.27348,38.56084,537.0,51.46036,20.45736,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-6.0,5.0,4.0,-38.0,0.702471,0.088361,36.9686,-1.486725663716814,2.0,12.641824981675217,14.86099170143826,41.981758304108936,74.27694830246912,42.99768518518518,71.07923820873927,6.834364,351.0,41.7378,8.04
199,Tumkur,Sira,19.098712446351932,66.30901287553648,449.0,377.0,75.57692517096334,11.30232558139535,205762.0,3.836374851999851,60.38224710006703,86.23844244379958,28.11828063649209,9.04515564351874,1.0,8.0,8.5528,2.7286,36.1652,17.5948,8.1587,0.7066,19.1656,2.9026,42.72706,0.970922,60.97758,59.97767,30.43853,436.0,93.83979,40.27706,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,-3.0,3.0,8.0,8.0,0.810058,0.150923,-2.0972,-8.0,2.0,12.641824981675217,52.959557215785914,13.404531618645906,63.20204648117063,92.93039880093451,68.2624880310544,4.36017,466.0,30.4362,6.3025
200,Ballari,Siraguppa,24.573378839590443,84.64163822525597,287.0,270.0,93.81689953695982,11.30232558139535,165734.0,1.334134615384615,36.76220842236467,68.52964743589743,38.201903998779,15.10502518315017,4.0,26.953846153846154,17.1288,7.8444,55.6022,30.5564,7.2349,0.9537,39.5029,10.4434,42.04295,25.49504,49.6029,28.56757,40.67806,441.0,72.88233,28.50322,3.0,4.0,1.0,5.0,2.0,3.0,3.0,12.0,0.703292,0.069176,21.3786,-1.486725663716814,1.0,0.8686422526630432,89.99966829063615,36.60298967852165,59.68552495784638,51.29985754985755,64.39947725904005,6.488301,293.0,43.1535,14.2771
201,Raichur,Sirivara,39.48497854077253,60.51502145922747,242.0,239.0,94.42393370829025,11.30232558139535,93243.0,8.132804232804231,64.0686708353375,91.82407407407408,40.07923910304862,23.19111179825464,9.0375,26.953846153846154,15.4719,9.5784,45.1864,52.396,12.3601,0.1521,58.1128,15.9907,38.76753,3.939394,62.1147,42.51087,29.51079,268.0,51.61111,21.20438,6.0,5.0,2.0,5.0,-0.32888888888888895,2.0,2.0,-1.0,0.7684136860465115,0.13270830128205127,18.628,3.0,1.0752212389380533,12.641824981675217,14.86099170143826,35.80068883344635,75.48699688208617,53.56944444444444,69.55657696557914,1.209957,233.0,37.3845,7.5492
202,Uttara Kannada,Sirsi,10.256410256410255,74.64387464387464,331.0,310.0,64.11944406495242,9.0,196736.0,16.84039304156492,59.63082082125051,99.36197916666666,42.00474926291054,1.275515513029464,6.0,26.953846153846154,3.5141,0.3497,50.236,13.8865,7.8464,0.8284,5.4901,3.4699,8.453273,3.312699,47.3214,54.89354,47.06506,110.0,99.47387,52.80067,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,5.0,1.0,3.0,11.0,0.945917,0.105661,30.231,-3.0,2.0,69.7262610781635,24.468201962749713,1.105910714285714,48.43160525094119,7.370872761497761,48.69779265873017,2.188941,351.0,31.4094,6.8516
203,Kodagu,Somavarapete,8.695652173913043,89.44099378881988,155.0,144.0,28.92851097443999,11.30232558139535,152843.0,3.05655415030415,41.66748616748617,64.43801975051974,14.57150282150282,26.73895648895648,4.0,11.0,3.7194,0.2827,38.7935,23.4953,13.8918,1.3823,8.1213,6.7701,31.63738,11.4743,53.07283,45.01285,20.73299,142.0,57.058,53.34752,3.0,5.0,2.0,5.0,2.0,10.0,10.0,15.0,0.911114,0.297311,-7.561,-3.0,1.0752212389380533,12.641824981675217,16.74265169351267,42.57653688208784,31.08154858154858,36.95339570339571,63.7704209517168,6.473654,161.0,24.5157,5.5739
204,Ballari,Sonduru,4.21455938697318,87.73946360153256,255.0,245.0,71.1888478345205,11.30232558139535,198231.0,8.83035714285714,41.47513227513227,57.82738095238096,32.8813066893424,18.56922949735448,9.0375,26.953846153846154,13.6556,4.1513,57.0964,45.9557,3.4298,1.3018,40.0314,5.1004,32.02902,3.420011,60.46465,26.78485,35.20491,390.0,64.38492,33.96738,5.0,3.0,1.0,5.0,-0.32888888888888895,4.0,4.52,7.0,0.650986,0.080258,39.2086,6.0,2.0,0.7004492674660321,89.99966829063615,33.880445398426765,52.6535336356765,50.81349206349206,65.59960742606049,3.912791,261.0,46.1764,9.0787
205,Shimoga,Soraba,4.225352112676056,88.45070422535211,350.0,313.0,68.14094001823243,11.30232558139535,176634.0,16.21201686750467,30.22668563369783,93.26219089176405,34.63474722024463,33.25941058729222,4.0,9.0,11.6632,0.3437,61.7096,42.2079,4.132,1.906,22.6535,3.9829,36.25303,4.084034,71.17667,44.24896,38.80499,114.0,87.70566,28.89208,2.0,4.0,2.0,1.0,-0.32888888888888895,13.0,15.0,23.0,0.902985,0.192825,18.43167,-7.0,1.0,3.0963171754821928,19.998886990372736,3.469523810564667,45.51862422384525,48.40154775215751,67.92356272561106,0.73744,175.0,34.2875,8.4241
206,Chikmagalur,Sringeri,3.8095238095238098,96.19047619047619,104.0,99.0,52.30819430540935,11.30232558139535,438972.0,1.822916666666667,72.17873677248677,39.14351851851852,23.52375440917107,18.04152888007054,2.0,4.0,3.6516,0.6325,17.5418,10.8592,0.7041,1.091574778761062,2.0406,1.1337,11.83063,9.783951,76.84196,52.65509,26.32888,21.0,83.26389,37.58059,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,2.0,1.0,2.0,3.0,0.998281,0.2773,-2.94567,-1.0,1.0752212389380533,41.32850677379897,13.668357654024568,4.520018518518517,38.13299162257495,45.63657407407408,45.57282480882054,1.103395,105.0,28.3055,10.3341
207,Kolar,Srinivaspura,17.45562130177515,33.13609467455622,333.0,304.0,58.47143707572422,11.30232558139535,134522.0,22.74193986500972,30.65845295723184,62.48344578215902,12.48579689028875,11.91085796636471,9.0375,22.0,6.0228,1.3894,26.415,9.4688,5.6069,0.1239,12.4092,1.1207,24.69588,6.598189,62.4326,52.57082,29.00282,176.0,75.66971,39.00359,-1.0,3.0,1.0,2.0,-1.0,6.0,6.0,8.351111111111111,0.7684136860465115,0.13270830128205127,2.0968,-8.0,1.0752212389380533,41.170023435535654,16.00660908179678,23.045511959021372,57.49156879349847,34.54301394071614,70.24307629732601,1.856325,338.0,42.2832,0.9787
208,Mandya,Srirangapatna,4.524886877828054,80.54298642533936,214.0,202.0,59.35122484625559,11.30232558139535,237734.0,14.06547619047619,76.08966029341029,100.0,22.19162769274377,6.41190476190476,1.0,26.953846153846154,8.7446,1.5502,23.2726,8.1749,2.2259,1.5038,15.4753,2.577,18.82669,3.411458,74.83194,41.89885,54.87381,161.0,88.08185,46.88982,1.3911111111111112,3.0,2.0,1.0,-2.0,5.0,1.0,4.0,0.708039,0.156742,-10.0138,-2.0,1.0752212389380533,12.641824981675217,50.91126949346139,7.155892857012749,22.33763227513228,77.01587301587301,63.72762188248396,5.452143,221.0,24.5777,1.5966
209,Dakshina Kannada,Sulya,0.6802721088435374,99.31972789115646,144.0,139.0,61.83199132819169,1.0,260635.0,9.144587928282016,69.32380952380952,79.75,23.08080808080808,20.3313492063492,2.0,26.953846153846154,2.8574,0.2399,3.9116,15.341,6.5254,0.0364,0.429,3.7625,27.68939,0.666667,62.22282,53.70734,36.31765,98.0,75.29167,32.79333,-3.0,5.0,2.0,5.0,1.0,4.0,4.0,6.0,0.798428,0.347143,-2.95733,-1.486725663716814,1.0,40.63798005375269,53.002848970838485,6.75761928,31.66666666666666,58.0,67.09375,1.424242,147.0,22.4444,3.7589
210,Mysuru,T.Narasipura,5.044510385756676,89.31750741839762,337.0,333.0,235.09306796288092,11.30232558139535,108778.0,57.90983579178024,78.04946940047387,63.72354497354497,38.27582495308189,49.34815808089616,9.0375,1.0,5.7401,1.7871,30.9318,5.8188,0.9189,0.8326,18.4409,4.9,29.59665,18.3994,56.65415,34.67841,41.5715,106.0,89.38079,26.35502,-3.0,8.0,4.0,7.0,-1.0,5.0,5.0,25.0,0.783687,0.203759,-58.1708,-11.0,-3.0,62.69666748110141,70.96379521667171,3.5779464285063747,30.85552824875742,11.87251984126984,53.56442759943705,1.417573,337.0,32.1788,5.2881
211,Vijayapura,Talikote,58.24175824175825,41.75824175824176,182.0,182.0,83.55810778455603,11.30232558139535,81016.0,4.519279100529101,22.43338844797178,28.12698412698413,37.23983385441718,6.011978415103415,2.0,4.0,16.3938,5.1299,55.3263,53.6018,12.5409,3.2744,57.7821,9.0264,48.12892,2.504233,37.36523,43.57089,21.07297,253.47787610619469,31.88294,16.00325,2.0,1.0,1.0,-2.0,1.0,1.0,1.0,6.0,0.7684136860465115,0.13270830128205127,8.866,-1.0,-1.0,51.33675713238584,58.627466094780765,18.123780436507932,56.44950396825396,58.17559523809523,80.3831389290639,7.755523,182.0,47.4569,25.7258
212,Chikmagalur,Tarikere,8.121827411167512,82.74111675126903,185.0,162.0,75.50168043892464,12.0,307349.0,3.794642857142857,68.65029888443473,44.7389632936508,24.8318039021164,26.53643126810908,2.0,26.953846153846154,8.3828,2.6706,48.674,15.9866,5.3552,1.2982,9.4724,2.2302,25.73409,14.67954,80.65612,49.2791,30.01072,132.0,81.96759,34.3344,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,1.0,5.0,12.0,0.864521,0.174696,9.781667,-4.0,1.0,27.35318260208728,13.668357654024568,13.174071031746026,26.22286981922398,31.48065476190476,36.47614323501196,0.481151,197.0,27.6382,6.8249
213,Shimoga,Thirthahalli,4.333333333333334,82.0,295.0,237.0,56.18668554502846,1.0,209593.0,15.34034739626845,26.83626694464336,74.93649488304094,33.03996597643312,42.47316290474315,9.0375,26.953846153846154,7.1459,1.3124,72.1206,29.5729,6.2635,0.2451,13.9531,1.328,17.10052,6.212356,78.97171,55.77067,31.61844,49.0,87.7595,34.66129,2.0,4.0,2.0,3.0,-0.32888888888888895,10.0,8.0,20.0,1.026639,0.219994,-5.06233,-9.0,1.0752212389380533,0.5527723426037545,19.998886990372736,3.789085214073439,48.0480063004734,30.4632059024877,70.58530849466023,3.303624,153.0,29.7065,6.0964
214,Vijayapura,Tikota,47.55244755244755,52.44755244755245,143.0,143.0,84.55740718919475,11.30232558139535,171902.0,5.375,66.6571067821068,54.16666666666667,55.53114478114478,17.61693322109989,3.0,6.0,9.9051,9.1057,34.7967,40.5691,11.3008,1.9783,56.1789,6.897,49.29896,6.217172,54.97166,41.77763,37.88374,49.0,77.5,25.58201,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,3.0,3.0,3.0,6.0,0.7684136860465115,0.13270830128205127,5.276,2.0,1.0,53.12650762977277,41.04314984032262,18.123780436507932,43.9649470899471,60.41666666666666,65.38891075341414,9.561273,143.0,49.458,12.9946
215,Tumkur,Tiptur,12.676056338028168,76.61971830985915,351.0,289.0,56.73760359108405,15.0,195851.0,3.429461741961742,27.43550315425315,67.96448921448922,22.2610084696089,17.30177723511057,3.0,2.0,7.1524,0.7414,31.2685,18.7222,5.8988,0.2475,8.145,5.5281,24.74747,1.156619,42.02198,53.14926,27.7744,139.0,89.46664,42.39149,1.3911111111111112,3.2888888888888888,1.0933333333333333,2.3200000000000003,1.0,5.0,6.0,11.0,0.748356,0.141119,-4.2442,-6.0,2.0,12.641824981675217,56.32704321779063,57.98074697802197,48.33011051829733,81.93910256410255,77.55056939452703,9.449168,355.0,21.482,5.6131
